,av_depth,max_depth,min_depth,num_acl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,name,errors,type
748,3.8571428571428568,7,0,1,2,7,113,4.571428571428571,16.142857142857142,8,7,1,4,8,1,1,12.5,16.333333333333332,15.025,19.922222222222224,Exam2014_EEm_28_2.txt,1,2
749,4.8,8,2,3,7,15,286,4.266666666666667,19.066666666666663,32,21,11,8,18,2,1,16.0,20.214285714285715,18.71454537525966,24.106590631590628,Exam2017_ESa_21_2.txt,4,2
750,4.105263157894736,9,1,5,4,19,286,4.315789473684212,15.052631578947368,29,22,7,8,16,0,4,14.72222222222222,18.05555555555556,14.008141105445029,17.681616137130845,Exam2017_OBy_150_2.txt,2,2
752,3.75,8,0,4,7,16,326,4.6875,20.375,31,16,15,4,15,2,4,18.2,22.66666666666667,17.78506512006512,22.63952084952085,Exam2017_EGe_135_2.txt,1,2
754,4.333333333333333,9,2,8,8,15,316,6.266666666666668,21.066666666666663,24,14,10,8,26,3,4,16.571428571428573,23.07142857142857,17.410067313638738,23.39093069628784,Exam2019_ABu_14_2.txt,1,2
758,5.2,8,3,11,3,10,321,10.8,32.1,24,20,4,7,17,6,2,25.222222222222214,33.44444444444444,26.17142857142857,35.345238095238095,Exam2017_EGe_180_2.txt,2,2
759,4.0,8,0,3,4,17,269,4.647058823529412,15.823529411764708,26,20,6,4,18,2,1,14.3125,17.9375,13.719814040126538,17.486789946164947,Exam2017_NMya_7_2.txt,3,2
762,4.1,8,0,12,8,20,337,4.3,16.85,29,21,8,3,21,4,3,14.052631578947368,18.526315789473685,13.445187303010751,18.65085645507065,Exam2017_OBy_35_2.txt,3,2
763,4.384615384615385,8,0,3,10,13,329,7.769230769230768,25.30769230769231,35,17,18,9,15,0,1,23.33333333333333,29.66666666666667,26.572588985088984,33.22943722943723,Exam2014_VPe_21_2.txt,5,2
764,4.0,9,2,2,2,11,193,5.2727272727272725,17.545454545454547,15,12,3,1,10,0,2,12.4,17.5,15.07484126984127,20.72654761904762,Exam2014_ZEv_2_2.txt,5,2
765,4.0,7,0,1,9,14,322,7.357142857142858,23.0,28,15,13,6,18,1,1,18.76923076923077,24.84615384615385,19.500881810497194,25.868968211275902,Exam2014_VPe_48_2.txt,1,2
767,5.071428571428571,7,3,2,5,14,352,8.785714285714286,25.142857142857142,33,22,11,13,24,0,4,23.84615384615385,29.384615384615387,21.66432733932734,27.032796263565487,Exam2014_EEm_27_2.txt,1,2
771,5.2,8,0,5,12,15,388,7.333333333333332,25.86666666666667,26,15,11,6,26,0,2,22.142857142857142,29.285714285714285,20.66096681096681,27.518798265226835,Exam2019_ABu_11_2.txt,1,2
772,4.666666666666667,9,0,3,3,15,288,6.266666666666668,19.2,27,20,7,13,15,2,2,14.714285714285715,19.0,17.180981320267033,22.300787307930165,Exam2017_ABl_47_2.txt,4,2
774,4.235294117647058,9,0,4,5,17,349,7.0,20.529411764705888,30,23,7,15,25,5,2,16.8125,21.3125,15.876886308136308,20.829928231490733,Exam2014_EEm_16_2.txt,3,2
775,4.047619047619048,9,0,3,7,21,383,5.190476190476192,18.23809523809524,46,31,15,8,19,1,1,16.2,20.1,14.809187227890789,19.068088406906128,Exam2017_ABl_34_2.txt,4,2
776,5.230769230769232,9,1,4,5,13,312,6.9230769230769225,24.0,35,24,11,8,17,2,1,17.75,24.0,18.85369769119769,25.82965367965368,Exam2014_ASt_34_2.txt,2,2
777,4.9444444444444455,9,2,7,11,18,400,5.9444444444444455,22.222222222222214,38,22,16,9,24,5,2,17.235294117647058,23.176470588235286,18.74171395213783,25.22233900278883,Exam2017_EGe_119_2.txt,2,2
783,3.9444444444444446,8,2,4,4,18,336,5.0555555555555545,18.666666666666668,31,23,8,9,24,2,3,14.705882352941178,20.058823529411768,17.33984394114152,22.66803563602872,Exam2016_MTsy_48_2.txt,3,2
784,4.25,9,0,5,9,16,423,7.9375,26.4375,44,31,13,10,24,3,2,22.93333333333333,28.66666666666667,22.94748492248492,29.325120990120983,Exam2014_MGr_10_2.txt,1,2
785,4.8125,10,2,5,3,16,331,5.5625,20.6875,31,24,7,7,26,1,4,16.866666666666667,23.066666666666663,19.94059773559773,26.525799015799016,Exam2017_EGe_74_2.txt,3,2
786,6.083333333333332,16,3,9,9,12,309,10.166666666666666,25.75,27,16,11,8,21,5,5,18.545454545454547,26.72727272727273,21.60093467138922,30.288334645152823,Exam2017_EGe_84_2.txt,1,2
789,3.5416666666666665,7,0,4,6,24,406,5.041666666666667,16.916666666666668,42,35,7,10,30,3,4,15.521739130434783,20.043478260869566,16.217141814680396,20.635464346844834,Exam2014_VPe_46_2.txt,1,2
793,5.846153846153847,9,3,4,12,13,339,6.846153846153847,26.07692307692308,38,17,21,9,16,2,4,21.91666666666667,28.25,21.030684824434825,26.745051707551703,Exam2017_ABl_11_2.txt,6,2
794,6.166666666666668,11,2,6,11,12,465,10.25,38.75,39,17,22,11,17,6,3,29.45454545454545,40.63636363636363,30.06356749311295,39.68555030827759,Exam2019_ABu_2_2.txt,2,2
796,4.083333333333333,7,0,4,7,12,257,3.8333333333333335,21.416666666666668,20,17,3,6,6,1,2,19.90909090909091,25.54545454545455,18.934736980191527,24.041210809392627,Exam2017_OBy_136_2.txt,6,2
797,3.5454545454545454,9,0,2,4,11,234,6.727272727272728,21.272727272727277,24,13,11,3,13,3,2,16.7,22.0,17.360714285714288,23.097857142857148,Exam2014_ASt_28_2.txt,1,2
798,4.6,7,3,6,3,10,167,3.8,16.7,16,13,3,4,10,2,3,11.444444444444445,15.888888888888893,13.729982363315694,17.96256613756614,Exam2019_EEr_113_2.txt,1,2
800,3.75,8,0,4,12,24,455,6.083333333333332,18.95833333333333,52,34,18,15,24,1,6,16.782608695652176,21.65217391304348,17.649628786897683,21.99615459256101,Exam2014_EPa_3_2.txt,3,2
801,5.384615384615384,9,3,8,7,13,414,6.153846153846153,31.84615384615385,24,15,9,12,33,7,2,28.16666666666667,36.91666666666666,28.16436387686388,37.70446127946128,Exam2017_DOv_10_2.txt,2,2
802,4.764705882352942,9,2,2,7,17,307,3.8235294117647056,18.058823529411768,35,24,11,8,24,1,3,15.9375,20.75,16.00940777972028,21.274499892468647,Exam2019_ABu_84_2.txt,2,2
803,7.5,10,5,1,6,4,142,9.75,35.5,10,1,9,1,16,0,3,37.0,46.66666666666666,34.22222222222222,42.0,Exam2014_ADe_20_2.txt,1,2
804,3.125,6,0,1,8,16,274,6.0625,17.125,29,19,10,2,22,1,0,15.6,19.466666666666665,15.2687456987457,18.94150275650276,Exam2015_APL_5_2.txt,3,2
805,4.823529411764706,9,3,12,6,17,333,5.411764705882354,19.58823529411765,32,21,11,3,20,9,3,15.1875,20.625,15.849003860722611,21.623593507187262,Exam2016_EKu_119_2.txt,3,2
807,4.928571428571429,7,4,5,7,14,331,10.571428571428571,23.642857142857142,30,19,11,5,19,6,2,15.846153846153848,23.384615384615387,16.74434262318878,23.253179726256647,Exam2019_ABu_120_2.txt,1,2
808,5.235294117647058,9,2,9,5,17,341,6.117647058823528,20.058823529411768,29,21,8,13,22,1,2,16.6875,21.3125,16.025926417332663,20.65065177877678,Exam2017_DPe_84_2.txt,5,2
809,5.0,7,3,5,9,13,301,5.230769230769232,23.153846153846157,28,17,11,4,25,2,3,16.166666666666668,23.33333333333333,17.14232202982203,24.145436507936516,Exam2019_ABu_48_2.txt,3,2
811,5.4444444444444455,8,2,6,2,9,151,2.888888888888889,16.77777777777778,17,12,5,4,10,3,6,13.75,18.0,12.516517857142857,17.224851190476187,Exam2016_OR_22_2.txt,3,2
815,5.071428571428571,9,2,2,7,14,316,3.8571428571428568,22.57142857142857,29,17,12,9,16,3,2,21.0,26.69230769230769,19.76616759309067,25.002183500260426,Exam2014_DZu_38_2.txt,1,2
816,4.333333333333333,7,2,5,10,18,371,4.5555555555555545,20.61111111111111,41,30,11,12,12,2,1,18.94117647058824,23.764705882352946,20.96541165005698,26.148609478756537,Exam2019_ABu_56_2.txt,7,2
817,4.388888888888889,7,2,5,5,18,278,4.611111111111111,15.444444444444445,33,20,13,11,15,1,6,13.941176470588234,17.11764705882353,12.88696168306895,16.272863108633004,Exam2014_EEm_3_2.txt,4,2
818,5.5,10,2,2,8,12,261,4.75,21.75,33,17,16,3,19,1,6,16.454545454545453,22.272727272727277,17.913334645152823,23.547599370326644,Exam2017_ESa_27_2.txt,2,2
819,3.0,7,0,2,4,12,170,4.666666666666667,14.166666666666664,18,13,5,2,5,0,2,12.909090909090908,16.727272727272727,12.142873540600815,15.296799160435526,Exam2017_OBy_141_2.txt,1,2
823,5.333333333333333,8,3,3,9,15,345,4.333333333333333,23.0,28,13,15,6,17,1,6,16.357142857142858,22.85714285714285,18.07422517958232,25.47048170083884,Exam2019_ABu_229_2.txt,1,2
824,4.7,10,0,3,15,20,443,5.4,22.15,37,23,14,9,27,0,2,21.157894736842103,26.78947368421053,20.108252856218066,25.98698415628512,Exam2019_ABu_160_2.txt,1,2
825,4.055555555555555,6,2,2,4,18,288,3.4444444444444446,16.0,36,29,7,8,18,1,5,14.117647058823527,18.23529411764705,13.435615758712643,17.5292039467645,Exam2014_ESha_24_2.txt,1,2
826,5.3,9,1,4,8,10,263,6.7,26.3,25,14,11,12,25,3,1,22.0,29.11111111111111,27.14814814814815,35.702028218694885,Exam2017_OBy_117_2.txt,4,2
827,4.2727272727272725,8,0,4,6,11,288,7.0,26.181818181818183,24,14,10,5,25,1,2,21.2,28.8,19.83801587301588,26.899206349206352,Exam2019_ABu_113_2.txt,1,2
828,3.6666666666666665,7,2,5,8,21,393,6.190476190476191,18.714285714285715,34,25,9,2,26,0,8,14.4,19.65,16.233528909600892,21.45117655478337,Exam2017_EGe_246_2.txt,5,2
831,4.142857142857143,8,0,4,4,14,289,5.357142857142857,20.642857142857142,30,20,10,12,16,2,3,15.0,19.615384615384613,18.26836966452351,23.926219506988737,Exam2016_EKu_1_2.txt,2,2
832,5.090909090909091,6,2,3,6,11,288,4.090909090909091,26.181818181818183,30,18,12,6,14,2,1,20.8,28.5,20.41563492063492,27.815992063492065,Exam2016_OR_101_2.txt,3,2
833,4.642857142857143,8,3,3,11,14,287,7.857142857142858,20.5,28,10,18,2,9,0,4,16.76923076923077,21.76923076923077,18.549761990146607,23.81158841158841,Exam2016_ZEv_15_2.txt,2,2
835,3.4,6,0,0,8,15,261,6.2,17.4,30,19,11,3,12,0,1,14.571428571428571,19.071428571428573,15.82560237381666,20.778827719899148,Exam2016_ZEv_5_2.txt,7,2
840,6.285714285714287,9,3,2,8,14,388,4.071428571428571,27.714285714285715,32,17,15,13,24,1,3,20.384615384615387,28.538461538461537,21.360007513853667,30.166828470674623,Exam2019_ABu_178_2.txt,1,2
844,5.0769230769230775,10,0,5,11,13,334,5.384615384615384,25.69230769230769,35,12,23,8,14,2,4,21.66666666666667,27.5,23.397435666185665,29.787854737854733,Exam2019_ABu_175_2.txt,6,2
845,4.214285714285714,7,2,2,7,14,273,4.0,19.5,27,20,7,5,20,1,2,16.076923076923073,21.846153846153847,18.75921493036877,24.554136888752275,Exam2017_VSa_35_2.txt,1,2
847,6.428571428571429,12,3,4,11,14,409,3.4285714285714284,29.214285714285715,40,22,18,17,23,2,4,25.538461538461537,33.53846153846154,28.480841594303133,35.89238283084437,Exam2019_ABu_54_2.txt,7,2
849,3.1071428571428568,6,0,3,4,28,366,4.857142857142857,13.071428571428571,38,26,12,3,20,1,1,11.370370370370368,14.037037037037036,11.490083285406891,14.473459344893715,Exam2017_DOv_27_2.txt,11,2
851,6.157894736842105,10,3,14,7,19,472,4.947368421052632,24.84210526315789,26,20,6,11,47,9,2,19.5,26.61111111111111,19.001164852757988,26.437853277804265,Exam2017_DOv_25_2.txt,4,2
852,4.842105263157895,8,2,10,5,19,387,5.2631578947368425,20.36842105263158,35,27,8,7,20,4,5,17.11111111111111,22.38888888888889,15.980390569851355,21.357803253391488,Exam2016_EKu_26_2.txt,2,2
854,4.363636363636363,5,3,4,8,11,261,8.0,23.72727272727273,26,15,11,7,23,2,4,19.9,24.9,19.2136507936508,24.56369047619048,Exam2014_MTsy_20_2.txt,2,2
856,6.133333333333334,12,2,8,14,15,454,6.4,30.266666666666666,45,21,24,14,31,1,6,25.642857142857142,32.42857142857143,25.068326514755093,32.92020816485102,Exam2014_ASt_18_2.txt,6,2
857,5.25,8,2,4,4,8,223,8.125,27.875,23,14,9,6,11,0,4,23.57142857142857,30.285714285714285,23.97517006802721,30.52006802721089,Exam2017_OBy_151_2.txt,1,2
859,4.0,9,0,5,11,20,402,4.95,20.1,31,17,14,8,24,2,3,19.84210526315789,24.63157894736842,18.90371721298273,23.206643855845424,Exam2016_OR_31_2.txt,7,2
860,4.928571428571429,7,0,2,8,14,251,4.357142857142857,17.928571428571427,24,19,5,15,17,0,2,12.923076923076923,18.0,12.313047209201054,17.453420084189315,Exam2017_DPe_5_2.txt,2,2
861,5.428571428571429,10,3,6,9,14,417,10.714285714285714,29.785714285714285,34,17,17,12,35,5,1,23.0,31.07692307692308,25.27521516944594,34.191120204581736,Exam2017_EGe_33_2.txt,2,2
862,4.125,8,2,4,15,24,436,4.625,18.166666666666668,52,35,17,15,17,1,2,14.826086956521738,19.608695652173918,15.518686892487644,19.86338538525539,Exam2014_MGr_13_2.txt,6,2
863,5.416666666666668,8,3,2,8,12,340,5.833333333333332,28.33333333333333,33,19,14,15,16,3,2,22.0,29.45454545454545,25.09963597009052,33.506978879706146,Exam2019_ABu_244_2.txt,2,2
864,3.5625,6,1,2,8,16,280,4.8125,17.5,27,20,7,11,14,0,1,14.0,18.133333333333333,13.636746031746032,17.951920856920854,Exam2014_MTsy_29_2.txt,4,2
865,5.083333333333333,10,4,5,7,12,298,5.833333333333332,24.83333333333333,24,17,7,10,24,3,2,19.272727272727277,27.0,18.35591302636757,25.519762560671648,Exam2019_ABu_25_2.txt,1,2
867,3.8235294117647056,9,2,1,2,17,266,4.176470588235294,15.647058823529411,25,24,1,5,17,1,1,14.375,18.875,15.037924228549228,19.743056596181603,Exam2016_MTsy_52_2.txt,1,2
869,4.0,8,0,4,11,29,518,4.862068965517241,17.862068965517242,44,31,13,11,27,1,2,15.857142857142858,20.214285714285715,15.59592200379918,20.053283007051625,Exam2019_EEr_148_2.txt,2,2
872,4.615384615384615,9,0,7,7,13,310,8.692307692307693,23.84615384615385,31,21,10,7,18,4,3,18.83333333333333,24.83333333333333,22.76433682058682,28.995024651274647,Exam2016_JSl_31_2.txt,1,2
873,2.869565217391304,8,0,5,6,23,291,4.130434782608695,12.652173913043477,31,26,5,9,16,1,7,10.454545454545457,13.636363636363637,12.480001395194542,15.786285223595245,Exam2014_AEr_2_2.txt,5,2
876,4.769230769230768,8,0,5,8,13,353,9.153846153846152,27.153846153846157,34,18,16,16,16,0,3,24.33333333333333,31.0,26.00325276575277,33.756731000481004,Exam2017_ABl_32_2.txt,6,2
877,4.130434782608695,9,2,4,4,23,351,5.782608695652174,15.26086956521739,35,28,7,9,19,5,4,12.227272727272728,16.636363636363637,11.838679433780404,15.83563317487466,Exam2017_OBy_181_2.txt,1,2
878,4.909090909090909,7,3,3,8,11,248,5.545454545454546,22.54545454545455,22,11,11,6,9,0,4,17.3,24.2,16.991150793650792,23.60023809523809,Exam2016_JSl_44_2.txt,1,2
879,4.181818181818182,8,0,4,7,22,394,4.954545454545454,17.90909090909091,42,32,10,12,27,1,5,14.666666666666664,19.19047619047619,14.908166928285238,19.234399128522305,Exam2014_VPe_47_2.txt,1,2
881,3.5625,6,0,1,9,16,309,9.0,19.3125,26,17,9,10,20,1,0,15.8,20.73333333333333,17.177928737928738,22.19205202205202,Exam2014_EPa_55_2.txt,2,2
883,5.0,9,0,3,13,16,324,4.75,20.25,31,19,12,8,15,3,2,15.866666666666667,20.866666666666667,15.13231823731824,20.135323195323195,Exam2014_DAr_27_2.txt,1,2
884,5.6,8,3,2,9,10,246,2.8,24.6,28,18,10,5,7,4,2,21.0,27.33333333333333,21.51362433862434,27.53800705467372,Exam2017_OBy_33_2.txt,1,2
887,3.9444444444444446,9,0,2,11,18,343,6.9444444444444455,19.05555555555556,45,25,20,8,15,2,4,18.058823529411768,23.470588235294123,17.56374464155606,22.629484673342805,Exam2017_DPe_53_2.txt,3,2
889,4.285714285714286,7,2,3,2,14,246,5.214285714285714,17.571428571428573,25,20,5,3,16,0,4,14.846153846153848,19.0,14.843424310732008,19.271403382941845,Exam2014_VPe_39_2.txt,4,2
890,4.0,7,2,4,6,14,253,6.285714285714287,18.071428571428573,22,16,6,4,16,1,4,16.307692307692307,20.76923076923077,15.849992742300437,20.944680746603822,Exam2017_EGe_264_2.txt,2,2
892,4.391304347826087,10,2,9,8,23,425,4.913043478260869,18.47826086956522,43,29,14,13,17,5,4,15.818181818181818,20.09090909090909,15.288914011333446,19.365605070336983,Exam2017_EGe_112_2.txt,4,2
893,5.857142857142858,9,3,9,11,14,420,7.7142857142857135,30.0,35,16,19,4,27,6,4,25.76923076923077,33.53846153846154,25.27797266835729,33.579092702169625,Exam2017_VSa_68_2.txt,5,2
894,3.571428571428572,6,1,6,9,21,322,4.142857142857143,15.333333333333336,41,27,14,2,19,3,2,13.0,17.15,14.801599810148574,19.15939033253468,Exam2014_EPa_11_2.txt,3,2
896,4.0625,8,0,4,7,16,305,6.0,19.0625,28,16,12,4,18,1,5,15.333333333333336,20.73333333333333,16.03245162245162,21.463631183631183,Exam2014_MTsy_11_2.txt,1,2
898,3.7058823529411766,8,2,0,4,17,340,5.705882352941178,20.0,42,26,16,7,20,0,4,18.4375,22.9375,16.63134356962482,21.28812957875457,Exam2014_DZu_21_2.txt,5,2
899,4.916666666666667,11,3,5,9,12,293,4.833333333333333,24.41666666666667,21,13,8,6,22,0,3,18.727272727272727,25.54545454545455,22.05937950937951,29.947333726879183,Exam2016_ZEv_40_2.txt,2,2
903,4.384615384615385,9,1,4,5,13,227,6.153846153846153,17.46153846153846,21,16,5,11,12,3,3,15.0,19.416666666666668,16.545773208273207,21.59450156325156,Exam2017_DPe_82_2.txt,2,2
904,4.956521739130435,9,3,7,8,23,463,5.043478260869565,20.13043478260869,43,35,8,18,27,5,4,16.227272727272727,21.90909090909091,16.047341742013494,21.25253122135862,Exam2017_EGe_101_2.txt,2,2
906,4.6923076923076925,9,2,4,3,13,277,5.769230769230768,21.30769230769231,29,19,10,4,19,2,4,18.33333333333333,24.25,18.96185666185666,24.337632275132275,Exam2016_EKu_159_2.txt,2,2
908,3.727272727272727,6,0,2,5,11,213,7.454545454545454,19.363636363636363,20,13,7,3,10,2,2,17.9,22.4,18.01964285714286,23.22555555555555,Exam2019_EEr_124_2.txt,2,2
910,3.8333333333333335,7,0,9,7,18,324,6.0,18.0,26,19,7,3,33,7,2,14.0,19.23529411764705,15.78075980632209,20.721524515469152,Exam2016_EKu_97_2.txt,1,2
913,4.125,9,2,4,6,16,292,6.6875,18.25,33,24,9,5,14,1,7,16.266666666666666,20.466666666666665,14.6904995004995,19.394011174011176,Exam2017_DPe_29_2.txt,3,2
915,3.5909090909090917,6,0,6,11,22,399,6.636363636363638,18.13636363636364,36,21,15,5,26,1,2,16.714285714285715,20.80952380952381,17.054388233026007,21.471109266714087,Exam2014_EPa_16_2.txt,3,2
916,4.608695652173913,10,1,6,12,23,415,5.391304347826088,18.043478260869566,43,24,19,12,29,0,5,15.181818181818182,20.272727272727277,14.513855600766306,18.975694549493102,Exam2017_ABL_1_2.txt,7,2
917,4.111111111111111,7,0,7,12,18,387,4.722222222222221,21.5,39,23,16,4,23,2,5,18.764705882352946,24.411764705882355,19.27677925208202,24.26887448383988,Exam2017_EGe_261_2.txt,1,2
922,4.166666666666667,7,2,2,9,18,370,7.277777777777778,20.55555555555556,38,25,13,13,20,0,1,17.823529411764707,23.470588235294123,19.618209894680483,24.974849540117702,Exam2014_MGr_3_2.txt,1,2
924,4.545454545454546,8,2,4,7,11,284,6.727272727272728,25.818181818181817,32,16,16,5,18,1,4,22.6,29.2,26.72472222222223,34.99896825396825,Exam2014_DZu_15_2.txt,1,2
925,4.5,10,0,5,6,18,361,5.5,20.05555555555556,38,23,15,9,23,4,3,19.764705882352946,24.235294117647054,19.407573256232425,23.859465227198783,Exam2017_ABl_42_2.txt,7,2
926,3.7142857142857135,7,0,3,3,14,208,4.214285714285714,14.857142857142858,24,18,6,4,14,1,1,11.846153846153848,15.692307692307692,13.30022520214828,17.675038850038852,Exam2017_DOv_30_2.txt,3,2
932,4.5,9,2,4,7,10,252,7.0,25.2,23,14,9,8,10,1,2,24.11111111111111,30.66666666666667,24.67663139329806,30.086772486772485,Exam2014_LPo_19_2.txt,1,2
933,4.307692307692308,7,0,5,8,13,290,6.846153846153847,22.30769230769231,28,19,9,3,19,2,1,18.916666666666668,24.75,19.947258297258298,26.15246212121212,Exam2016_OR_12_2.txt,2,2
941,4.722222222222221,9,3,12,2,18,340,6.5,18.88888888888889,23,15,8,3,28,11,2,13.588235294117649,19.647058823529417,14.21419561791534,20.456438716992352,Exam2016_JSl_83_2.txt,2,2
947,5.2,11,3,3,5,10,264,7.8,26.4,25,15,10,9,14,0,1,24.33333333333333,30.33333333333333,28.432892416225748,34.99567901234568,Exam2017_OBy_88_2.txt,4,2
949,5.75,9,1,2,9,8,218,5.25,27.25,25,17,8,7,12,1,2,23.142857142857142,29.714285714285715,21.985034013605446,28.59285714285714,Exam2014_KKo_13_2.txt,3,2
951,5.0,8,3,7,12,14,287,4.142857142857143,20.5,28,16,12,11,18,5,1,15.846153846153848,22.153846153846157,16.22065712065712,21.960978337901416,Exam2014_MTsy_14_2.txt,4,2
952,3.6875,6,0,1,3,16,352,4.5625,22.0,30,19,11,8,20,3,4,17.933333333333334,23.73333333333333,18.861921226921226,25.219190994191,Exam2014_MGr_8_2.txt,6,2
953,5.0,7,2,5,10,14,250,5.142857142857143,17.857142857142858,21,13,8,5,28,3,1,15.0,19.76923076923077,16.206313771698387,21.81147058070135,Exam2017_OBy_180_2.txt,3,2
957,4.8125,10,3,9,7,16,324,6.375,20.25,24,20,4,13,18,4,4,16.466666666666665,21.8,17.037511747511747,22.3039787989788,Exam2017_DOv_31_2.txt,1,2
961,5.666666666666668,13,3,5,3,12,274,8.083333333333334,22.83333333333333,23,16,7,10,24,1,4,20.0,26.54545454545455,24.645083956447596,32.36477108749836,Exam2014_EZa_56_2.txt,1,2
962,5.071428571428571,9,3,5,6,14,321,6.642857142857142,22.92857142857143,28,20,8,7,14,2,3,18.15384615384616,23.69230769230769,19.135040386963464,25.95585675008752,Exam2016_MTsy_22_2.txt,1,2
963,7.0,10,5,4,11,8,286,5.0,35.75,21,5,16,3,16,3,3,30.42857142857143,41.0,36.05068027210885,46.67993197278911,Exam2017_OBy_154_2.txt,2,2
966,3.9230769230769234,9,2,5,12,26,416,4.730769230769232,16.0,48,31,17,3,25,0,4,12.72,16.64,13.278146645817651,17.126877351759383,Exam2016_EKu_48_2.txt,1,2
967,5.4,11,3,1,13,15,377,4.133333333333334,25.13333333333333,53,29,24,10,21,0,1,19.428571428571427,25.42857142857143,22.41433447504876,28.622134809634808,Exam2019_ABu_190_2.txt,2,2
971,4.066666666666666,7,3,4,8,15,296,5.333333333333333,19.73333333333333,35,23,12,7,11,0,3,14.928571428571429,20.785714285714285,15.818571309642738,20.633626888984036,Exam2014_MGr_24_2.txt,8,2
972,4.9230769230769225,6,3,9,5,13,302,8.153846153846152,23.23076923076923,29,21,8,12,16,0,8,18.166666666666668,24.5,17.79553270803271,24.17320526695527,Exam2016_JSl_40_2.txt,1,2
975,4.6,6,3,7,8,15,315,10.466666666666669,21.0,30,16,14,3,18,1,7,16.785714285714285,22.35714285714285,16.935012606441177,22.708548990691853,Exam2014_MTsy_38_2.txt,1,2
977,3.1666666666666665,5,0,0,6,18,288,6.4444444444444455,16.0,26,17,9,4,11,2,1,13.588235294117649,17.941176470588232,13.851574434792427,18.330987231722524,Exam2014_DAr_6_2.txt,3,2
980,5.0555555555555545,11,2,0,8,18,432,5.777777777777778,24.0,42,26,16,10,30,2,0,19.647058823529417,25.529411764705888,21.50459702254685,27.434887786185364,Exam2016_MTsy_7_2.txt,3,2
981,4.538461538461538,9,2,4,6,13,272,10.076923076923077,20.923076923076927,24,14,10,4,16,0,1,16.083333333333332,21.5,17.301548220298223,23.421494708994715,Exam2017_EGe_178_2.txt,4,2
982,3.375,5,2,0,1,8,122,5.375,15.25,10,10,0,1,9,0,1,10.714285714285714,16.142857142857142,10.7843537414966,16.091836734693878,Exam2017_VSa_1_2.txt,1,2
984,5.454545454545454,11,2,5,4,11,255,5.545454545454546,23.181818181818183,23,17,6,6,16,1,3,18.0,24.6,20.50888888888889,28.194722222222214,Exam2016_OR_5_2.txt,2,2
985,4.785714285714286,10,2,11,6,14,315,7.0,22.5,23,16,7,9,19,3,7,19.69230769230769,25.384615384615387,20.26315650161804,26.46463835309989,Exam2019_ABu_114_2.txt,3,2
986,5.111111111111111,7,2,6,10,9,288,13.111111111111107,32.0,29,17,12,8,17,3,6,35.25,42.0,29.73869047619048,36.570386904761904,Exam2014_VPe_43_2.txt,1,2
987,4.5625,8,2,2,5,16,271,3.5,16.9375,31,19,12,14,13,3,2,13.066666666666665,18.266666666666666,13.951179191179197,19.11015133015133,Exam2017_EGe_82_2.txt,1,2
988,4.25,8,2,4,6,16,284,6.1875,17.75,27,16,11,1,14,3,3,13.666666666666664,18.6,16.19251507751508,21.93963036963037,Exam2014_ZEv_25_2.txt,1,2
992,4.5,8,0,4,6,10,255,10.1,25.5,25,17,8,10,15,2,3,23.444444444444446,30.55555555555556,21.597134038800704,28.180952380952377,Exam2017_OBy_162_2.txt,1,2
994,5.75,8,2,3,8,12,304,8.0,25.33333333333333,29,14,15,7,18,0,3,22.0,28.272727272727277,23.24241440377804,30.189908828545192,Exam2014_EPa_22_2.txt,2,2
996,4.733333333333333,6,2,7,12,15,323,6.2,21.53333333333333,23,13,10,3,29,5,0,16.785714285714285,23.85714285714285,15.546816278959133,22.35448162948163,Exam2017_OBy_186_2.txt,1,2
997,3.933333333333333,7,0,5,6,15,308,11.066666666666665,20.53333333333333,37,26,11,10,20,3,1,19.285714285714285,24.0,19.94578576185719,24.470848199419628,Exam2017_ABl_13_2.txt,2,2
998,4.615384615384615,12,2,4,9,13,304,7.769230769230768,23.384615384615387,30,18,12,5,21,1,4,19.5,25.08333333333333,22.341408128908128,27.443617724867725,Exam2014_EPa_77_2.txt,1,2
999,4.214285714285714,9,2,4,7,14,290,6.928571428571429,20.714285714285715,25,16,9,8,24,4,3,16.53846153846154,22.615384615384613,19.54366488212642,26.14554825516364,Exam2017_OBy_183_2.txt,1,2
1000,4.761904761904762,9,0,2,20,21,531,5.523809523809524,25.285714285714285,56,35,21,19,24,0,9,21.45,28.05,21.92389210333869,28.10810486683939,Exam2019_ABu_163_2.txt,2,2
1001,4.538461538461538,9,0,6,15,13,407,6.9230769230769225,31.30769230769231,40,16,24,10,23,4,4,29.66666666666667,37.25,31.832467532467533,40.00492123617124,Exam2017_OBy_108_2.txt,2,2
1003,4.285714285714286,8,0,3,12,14,343,6.642857142857142,24.5,39,22,17,9,15,1,3,17.846153846153847,24.76923076923077,19.903343451420373,27.012442472057856,Exam2019_ABu_59_2.txt,2,2
1004,3.6,7,1,2,4,15,233,5.6,15.533333333333331,21,16,5,2,17,1,2,12.142857142857142,16.642857142857142,12.137954307597164,16.369383394383394,Exam2016_OR_79_2.txt,1,2
