,av_depth,max_depth,min_depth,num_acl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,name,errors,type
1,4.875,7,4,2,6,8,257,8.75,32.125,19,13,6,3,6,0,3,24.85714285714285,31.85714285714285,23.96768707482993,31.24829931972789,Exam2014_DAr_42_1.txt,3,1
2,3.692307692307693,6,2,0,2,13,222,4.538461538461538,17.076923076923073,17,15,2,4,13,0,0,13.75,17.0,14.53026996151996,17.4118746993747,Exam2017_DPe_8_1.txt,5,1
4,4.266666666666667,9,2,2,1,15,284,5.866666666666666,18.933333333333334,21,19,2,8,14,0,2,18.428571428571427,22.642857142857142,19.026439830011263,23.222616272616268,Exam2016_ZEv_41_1.txt,3,1
5,4.363636363636363,7,2,3,9,11,283,5.909090909090909,25.72727272727273,23,13,10,4,16,1,0,24.3,30.0,23.6111507936508,28.3509126984127,Exam2019_ABu_165_1.txt,3,1
7,4.375,7,2,0,1,8,177,3.875,22.125,13,12,1,6,12,0,0,22.285714285714285,28.285714285714285,21.75952380952381,27.525510204081638,Exam2014_AMe_14_1.txt,5,1
8,4.230769230769232,7,3,2,0,13,225,6.384615384615384,17.307692307692307,22,18,4,6,12,2,0,14.333333333333336,17.583333333333332,13.70267857142857,17.3895683020683,Exam2019_ABu_196_1.txt,1,1
9,5.090909090909091,9,3,1,2,11,193,6.636363636363638,17.545454545454547,16,12,4,4,9,2,0,12.8,17.5,11.977579365079364,16.557023809523812,Exam2017_OBy_50_1.txt,1,1
10,4.625,6,3,0,2,8,165,8.0,20.625,13,9,4,4,13,0,0,17.142857142857142,21.85714285714285,16.203401360544213,21.10748299319728,Exam2017_ESa_29_1.txt,1,1
12,3.8235294117647056,6,2,9,7,17,289,5.0588235294117645,17.0,18,15,3,2,21,7,1,13.1875,18.6875,13.612196310633813,18.468520541958046,Exam2016_EKu_34_1.txt,2,1
15,3.6,7,1,0,2,10,192,5.3,19.2,13,11,2,5,12,0,0,17.333333333333332,21.88888888888889,17.785493827160497,22.09955908289241,Exam2014_ADe_2_1.txt,1,1
17,3.083333333333333,4,2,0,0,12,179,3.25,14.916666666666664,21,20,1,7,8,0,3,11.181818181818182,15.0,10.958028335301064,14.932415059687786,Exam2016_JSl_7_1.txt,2,1
18,4.4,8,3,3,3,10,253,11.0,25.3,20,14,6,2,7,3,1,20.88888888888889,26.88888888888889,22.2689594356261,28.451675485008817,Exam2017_VSa_94_1.txt,5,1
19,5.142857142857143,8,3,0,5,7,160,4.714285714285714,22.85714285714285,13,8,5,3,7,0,0,20.0,25.0,18.427777777777774,23.444444444444446,Exam2014_DZu_25_1.txt,1,1
21,5.166666666666667,6,3,1,0,6,191,11.166666666666664,31.83333333333333,12,11,1,4,12,1,1,27.0,33.6,27.836666666666662,34.56,Exam2016_JSl_22_1.txt,8,1
24,4.214285714285714,7,2,5,2,14,311,6.7142857142857135,22.214285714285715,28,25,3,7,19,5,0,21.46153846153846,26.538461538461537,20.039903899519285,25.12979840672148,Exam2014_EEm_5_1.txt,1,1
26,4.846153846153847,9,3,3,3,13,207,3.2307692307692317,15.923076923076923,17,16,1,9,9,3,0,12.833333333333336,16.083333333333332,12.283306277056274,15.775234487734489,Exam2017_EGe_192_1.txt,3,1
27,4.181818181818182,9,3,1,0,11,203,6.2727272727272725,18.454545454545453,15,15,0,6,7,1,0,16.0,19.9,15.669841269841273,19.00646825396825,Exam2017_DPe_71_1.txt,1,1
31,4.5555555555555545,11,3,4,2,9,204,5.0,22.66666666666667,13,11,2,3,10,4,0,16.625,22.375,16.795238095238098,22.73169642857143,Exam2014_AAl_18_1.txt,4,1
34,5.625,10,2,3,1,8,221,6.0,27.625,10,9,1,5,15,0,1,20.0,26.85714285714285,23.446598639455782,31.39659863945578,Exam2016_ZEv_40_1.txt,5,1
36,5.5,10,2,9,4,12,263,5.166666666666667,21.91666666666667,18,10,8,5,13,6,1,19.454545454545453,25.45454545454545,18.360199396563036,23.02345533254624,Exam2019_ABu_242_1.txt,1,1
37,6.0,7,4,4,4,7,208,6.428571428571429,29.714285714285715,13,9,4,4,13,0,0,20.33333333333333,25.5,22.01388888888889,27.70555555555556,Exam2014_ADe_11_1.txt,7,1
39,5.666666666666668,8,4,3,4,6,198,6.833333333333332,33.0,14,7,7,5,7,2,2,26.6,33.8,24.98333333333333,32.486666666666665,Exam2016_MTsy_34_1.txt,2,1
40,4.777777777777779,8,3,2,4,9,237,8.0,26.33333333333333,14,10,4,2,10,1,1,19.25,25.625,22.107589285714287,28.48125,Exam2014_ESha_67_1.txt,1,1
43,3.4444444444444446,6,2,0,0,9,190,5.4444444444444455,21.11111111111111,13,13,0,2,6,0,0,18.625,21.625,18.810416666666665,22.330505952380957,Exam2017_DPe_16_1.txt,1,1
48,3.333333333333333,6,1,0,2,15,222,6.933333333333334,14.8,23,16,7,1,7,0,0,12.928571428571429,15.642857142857142,12.905291732077446,15.12304798376227,Exam2014_EPa_70_1.txt,5,1
50,5.7,9,3,8,7,10,267,5.3,26.7,15,7,8,10,13,4,1,20.444444444444443,25.66666666666667,23.34620811287478,29.744444444444447,Exam2016_EKu_77_1.txt,3,1
52,4.3,9,2,1,1,10,200,5.7,20.0,16,14,2,9,7,1,0,18.444444444444443,22.777777777777786,19.069312169312173,23.07927689594356,Exam2017_MPa_12_1.txt,5,1
59,4.4444444444444455,8,2,2,2,9,195,4.888888888888889,21.66666666666667,17,14,3,1,8,1,1,20.625,25.5,19.90580357142857,24.151488095238093,Exam2014_EPa_74_1.txt,2,1
61,4.5,6,2,1,2,8,187,6.125,23.375,11,10,1,3,10,0,2,21.571428571428577,27.0,21.38503401360544,27.025850340136056,Exam2014_MTsy_14_1.txt,1,1
62,4.2727272727272725,7,2,5,1,11,244,13.454545454545457,22.181818181818183,14,13,1,5,12,3,0,18.6,23.7,20.273650793650795,25.62591269841269,Exam2019_ABu_230_1.txt,2,1
66,4.857142857142857,6,4,4,2,7,172,6.571428571428571,24.57142857142857,13,12,1,4,6,4,0,21.83333333333333,27.33333333333333,20.316666666666663,26.413888888888888,Exam2014_KKo_1_1.txt,1,1
68,4.5555555555555545,6,3,4,0,9,221,5.888888888888888,24.55555555555556,11,10,1,5,13,5,0,19.875,25.125,20.81086309523809,26.000297619047625,Exam2017_OBy_121_1.txt,3,1
69,4.125,5,2,1,3,8,203,6.125,25.375,14,10,4,5,13,0,0,23.142857142857142,27.714285714285715,21.145238095238096,25.781632653061227,Exam2019_ABu_144_1.txt,1,1
70,4.181818181818182,10,0,2,1,11,197,4.545454545454546,17.90909090909091,13,11,2,2,18,1,2,14.0,17.8,16.776825396825398,21.479007936507937,Exam2014_MGr_21_1.txt,5,1
72,3.0,5,2,2,2,11,159,3.9090909090909087,14.454545454545457,12,10,2,8,7,1,1,10.6,13.5,12.397857142857143,14.810158730158731,Exam2017_OBy_86_1.txt,1,1
73,4.8,8,3,1,2,10,204,6.1,20.4,19,10,9,2,15,2,1,14.22222222222222,19.444444444444443,16.778968253968255,22.139417989417986,Exam2014_VPe_28_1.txt,2,1
74,4.818181818181818,8,3,0,5,11,247,5.454545454545454,22.454545454545453,22,15,7,6,15,0,1,20.7,25.0,18.53035714285714,22.66075396825397,Exam2017_EGe_108_1.txt,6,1
75,4.230769230769232,8,1,8,0,13,227,6.615384615384616,17.46153846153846,16,15,1,10,14,7,0,15.5,19.33333333333333,15.565091390091393,19.31973304473305,Exam2017_ESa_15_1.txt,1,1
76,3.9090909090909087,6,3,1,1,11,204,4.454545454545454,18.545454545454547,9,8,1,6,13,0,0,14.4,18.3,13.55797619047619,18.288611111111116,Exam2014_EEm_16_1.txt,1,1
78,3.4,6,2,0,1,15,238,7.8,15.866666666666667,16,15,1,8,7,0,1,15.214285714285715,18.571428571428573,14.732127396413109,17.790654979940697,Exam2014_DAr_8_1.txt,2,1
79,4.625,6,2,8,4,8,191,5.375,23.875,11,9,2,0,8,7,0,18.714285714285715,24.85714285714285,19.552380952380947,26.14251700680272,Exam2016_JSl_131_1.txt,1,1
80,4.181818181818182,8,2,5,3,11,211,4.363636363636363,19.181818181818183,18,15,3,2,16,6,0,16.8,20.9,19.088492063492065,24.05067460317461,Exam2017_OBy_43_1.txt,7,1
82,4.1,7,2,1,1,10,162,4.1,16.2,16,14,2,3,9,2,0,12.111111111111107,15.444444444444445,12.959964726631393,16.332980599647268,Exam2014_DZu_37_1.txt,1,1
85,4.888888888888889,8,3,1,0,9,181,3.111111111111111,20.11111111111111,13,13,0,7,3,0,0,15.375,18.5,17.026785714285715,20.307291666666668,Exam2016_JSl_23_1.txt,7,1
86,5.333333333333333,8,3,6,2,6,160,4.333333333333333,26.66666666666667,5,5,0,4,14,6,0,23.0,31.2,21.456666666666667,28.556666666666665,Exam2016_OR_1_1.txt,1,1
87,4.7,7,2,9,1,10,184,4.7,18.4,13,12,1,7,10,5,0,15.555555555555555,19.444444444444443,15.160802469135804,19.20246913580247,Exam2017_OBy_13_1.txt,2,1
90,3.9,5,3,1,1,10,170,4.9,17.0,16,14,2,6,7,0,0,14.77777777777778,19.0,15.12985008818342,19.832098765432104,Exam2014_MGr_6_1.txt,2,1
91,4.363636363636363,8,2,6,4,11,206,5.8181818181818175,18.727272727272727,14,11,3,2,8,6,0,17.2,22.0,15.240793650793652,19.60944444444445,Exam2016_OR_47_1.txt,3,1
92,3.7777777777777777,7,2,11,2,18,318,6.666666666666668,17.666666666666668,23,21,2,2,23,11,0,13.411764705882351,18.705882352941178,12.26696867146694,17.761859958572764,Exam2016_EKu_185_1.txt,12,1
97,4.545454545454546,10,2,4,2,11,199,4.090909090909091,18.09090909090909,16,12,4,7,14,3,1,15.1,20.7,14.779246031746032,19.94496031746032,Exam2017_EGe_188_1.txt,3,1
100,3.571428571428572,7,1,4,2,14,263,5.214285714285714,18.785714285714285,21,19,2,6,10,3,1,18.384615384615387,22.384615384615387,17.707293988063217,21.06017593517593,Exam2017_VSa_96_1.txt,1,1
101,4.777777777777779,7,2,3,7,9,243,12.333333333333336,27.0,19,10,9,4,13,2,1,21.75,26.75,22.868005952380948,28.929613095238093,Exam2017_EGe_161_1.txt,1,1
104,5.666666666666668,8,4,2,2,9,202,3.888888888888889,22.444444444444446,12,8,4,4,5,2,1,17.0,24.5,16.61592261904762,22.759821428571428,Exam2019_ABu_40_1.txt,3,1
105,3.9090909090909087,7,3,1,1,11,163,7.545454545454546,14.818181818181818,16,15,1,2,4,0,0,15.1,18.4,12.822619047619048,15.789246031746032,Exam2017_DPe_73_1.txt,1,1
107,4.75,9,2,5,1,8,177,4.5,22.125,14,13,1,7,9,3,0,20.714285714285715,26.0,19.573809523809523,23.37142857142857,Exam2017_OBy_26_1.txt,2,1
109,3.7142857142857135,5,2,2,1,7,124,5.428571428571429,17.714285714285715,7,7,0,1,7,1,1,14.666666666666664,17.333333333333332,15.488888888888884,18.4,Exam2019_ABu_98_1.txt,1,1
110,3.5384615384615383,6,2,1,0,13,210,5.538461538461538,16.153846153846153,16,16,0,2,14,0,1,15.083333333333336,19.33333333333333,14.062614237614238,17.947796416546414,Exam2016_JSl_12_1.txt,5,1
111,3.583333333333333,6,2,11,3,12,226,4.25,18.83333333333333,13,11,2,1,13,8,0,14.909090909090908,19.272727272727277,19.50654269972452,24.266673225764126,Exam2016_EKu_97_1.txt,5,1
115,3.333333333333333,5,2,0,1,9,167,7.333333333333332,18.55555555555556,12,11,1,6,4,0,0,18.25,21.25,17.025892857142857,20.021428571428565,Exam2017_OBy_115_1.txt,3,1
117,6.666666666666668,11,4,7,7,6,224,7.5,37.333333333333336,15,7,8,2,8,4,0,34.6,44.4,31.23333333333333,40.22,Exam2014_AAl_19_1.txt,6,1
119,3.928571428571429,6,2,1,0,14,194,4.214285714285714,13.857142857142858,16,15,1,5,10,1,0,9.461538461538463,13.384615384615383,11.187838443607674,14.934048643664026,Exam2016_JSl_15_1.txt,3,1
120,5.4444444444444455,8,3,4,8,9,224,4.222222222222221,24.88888888888889,17,8,9,4,10,3,0,20.625,25.0,21.484672619047625,25.930505952380948,Exam2014_EEm_14_1.txt,3,1
125,4.3,8,2,1,5,10,185,7.0,18.5,19,11,8,2,18,0,1,17.22222222222222,20.666666666666668,15.537698412698411,19.66622574955908,Exam2017_NMya_25_1.txt,3,1
126,4.666666666666667,6,2,5,0,6,123,4.0,20.5,11,7,4,6,7,3,1,19.8,23.8,19.226666666666667,22.93,Exam2017_OBy_6_1.txt,1,1
127,3.875,5,3,0,7,8,209,6.75,26.125,16,9,7,3,10,0,0,21.85714285714285,28.142857142857142,21.181292517006806,26.36836734693877,Exam2014_LPo_11_1.txt,2,1
128,4.0,7,2,2,1,12,194,7.083333333333332,16.166666666666668,14,13,1,3,11,1,0,12.181818181818182,16.0,12.47325528007346,15.837704971795883,Exam2016_MTsy_33_1.txt,1,1
129,6.7142857142857135,8,4,5,4,7,217,5.857142857142858,31.0,15,11,4,6,7,4,0,25.16666666666667,31.33333333333333,24.08888888888889,29.68888888888889,Exam2014_MBi_24_1.txt,2,1
130,5.090909090909091,7,4,4,3,11,230,5.090909090909091,20.90909090909091,15,12,3,10,16,5,0,12.1,18.1,13.434642857142856,18.9711507936508,Exam2014_MGr_4_1.txt,4,1
131,3.8571428571428568,5,2,7,0,7,128,6.7142857142857135,18.285714285714285,15,13,2,4,3,7,0,14.166666666666664,18.666666666666668,14.455555555555556,19.05,Exam2016_JSl_124_1.txt,1,1
135,5.2,8,3,0,2,10,244,4.4,24.4,14,8,6,6,6,0,1,17.666666666666668,22.222222222222214,20.87266313932981,25.90432098765432,Exam2014_MTsy_11_1.txt,2,1
136,3.1666666666666665,5,0,1,0,12,180,6.333333333333332,15.0,16,13,3,4,9,0,2,13.454545454545457,17.272727272727273,13.160553587826314,16.40700839564476,Exam2016_OR_85_1.txt,4,1
138,6.4,8,3,15,8,5,294,4.4,58.8,20,8,12,2,9,11,0,64.0,75.75,64.77083333333333,73.0625,Exam2016_JSl_71_1.txt,1,1
140,4.75,7,3,0,3,8,190,6.0,23.75,16,9,7,2,14,0,0,18.142857142857142,21.85714285714285,20.64897959183673,24.95612244897959,Exam2019_ABu_244_1.txt,3,1
144,5.090909090909091,7,2,10,5,11,250,6.181818181818183,22.72727272727273,18,10,8,3,15,9,1,17.9,23.5,17.954325396825393,24.029801587301588,Exam2016_JSl_61_1.txt,1,1
147,3.7222222222222223,6,2,2,3,18,298,4.833333333333333,16.555555555555557,23,21,2,9,12,1,1,14.411764705882351,17.529411764705884,14.748387444927234,18.37758440137333,Exam2019_EEr_95_1.txt,2,1
149,5.142857142857143,7,4,1,1,7,217,9.0,31.0,16,15,1,8,7,0,1,25.83333333333333,33.0,24.527777777777786,31.27222222222223,Exam2016_MTsy_25_1.txt,3,1
150,5.333333333333333,9,3,2,1,9,232,8.444444444444445,25.777777777777786,16,14,2,4,11,2,0,22.125,28.625,21.276190476190475,27.98958333333333,Exam2014_ESha_43_1.txt,1,1
158,2.9411764705882355,5,0,0,1,17,230,4.529411764705882,13.529411764705882,16,15,1,4,7,0,0,13.875,15.875,11.655788395632143,13.868881205599957,Exam2017_OBy_97_1.txt,1,1
160,4.0,9,0,3,2,12,212,3.333333333333333,17.666666666666668,16,14,2,7,9,2,0,16.90909090909091,20.272727272727277,16.911104552013644,20.400606716515806,Exam2017_ABl_43_1.txt,2,1
162,5.0,11,2,2,6,10,303,8.0,30.3,24,18,6,8,8,0,0,24.222222222222214,31.444444444444446,31.10780423280423,38.5283950617284,Exam2019_EEr_297_1.txt,2,1
164,4.625,6,3,0,3,8,245,8.75,30.625,17,14,3,5,22,0,1,29.42857142857143,34.857142857142854,26.47074829931973,32.00816326530612,Exam2019_ABu_156_1.txt,1,1
165,4.909090909090909,8,3,3,6,11,278,7.0,25.272727272727277,15,11,4,6,18,5,1,20.4,26.0,19.38285714285714,24.82246031746032,Exam2019_ABu_159_1.txt,1,1
166,3.875,4,3,6,3,8,174,9.125,21.75,13,12,1,2,4,6,0,17.285714285714285,22.57142857142857,18.387414965986395,24.01802721088435,Exam2016_EKu_142_1.txt,1,1
167,4.454545454545454,7,3,3,3,11,228,4.727272727272728,20.727272727272727,19,14,5,3,6,3,0,15.6,20.0,20.720396825396826,25.76575396825397,Exam2017_EGe_143_1.txt,3,1
169,4.142857142857143,6,2,0,1,7,175,12.571428571428571,25.0,8,7,1,6,12,0,0,19.5,25.5,19.18611111111111,24.71388888888889,Exam2019_EEr_147_1.txt,2,1
170,5.0,7,2,3,3,6,139,3.1666666666666665,23.16666666666667,17,11,6,4,7,0,1,23.8,29.4,23.32,27.83333333333333,Exam2014_ZEv_34_1.txt,4,1
171,4.857142857142857,6,3,5,2,7,233,9.428571428571429,33.285714285714285,17,14,3,5,12,4,1,28.66666666666667,34.333333333333336,29.825,34.8,Exam2017_MPa_6_1.txt,1,1
173,5.222222222222221,7,3,7,4,9,213,6.222222222222222,23.66666666666667,16,11,5,5,6,4,1,19.25,24.25,20.059375,24.968005952380956,Exam2014_ZEv_19_1.txt,5,1
179,4.307692307692308,9,2,4,1,13,224,6.153846153846153,17.23076923076923,14,14,0,3,11,2,0,15.916666666666664,19.75,16.485822510822512,20.42116101491101,Exam2014_DAr_30_1.txt,2,1
181,5.1,7,3,1,0,10,227,10.1,22.7,18,12,6,7,13,1,0,15.888888888888893,21.55555555555556,16.2005291005291,21.75740740740741,Exam2014_VKo_7_1.txt,3,1
184,6.0,8,3,7,2,7,176,3.7142857142857135,25.142857142857142,16,12,4,6,8,7,1,20.5,27.0,22.619444444444447,28.994444444444447,Exam2016_JSl_57_1.txt,1,1
185,3.071428571428572,4,0,1,2,14,185,3.7142857142857135,13.214285714285715,18,14,4,2,14,2,0,9.615384615384617,12.769230769230768,10.166347968271047,13.318106893106895,Exam2017_DOv_4_1.txt,2,1
186,4.625,6,3,3,4,8,182,8.875,22.75,11,8,3,3,10,3,0,18.0,23.142857142857142,18.464285714285715,23.837755102040816,Exam2016_JSl_39_1.txt,1,1
193,3.625,8,2,6,4,16,257,5.1875,16.0625,18,12,6,3,5,7,0,15.133333333333333,18.666666666666668,17.812600362600364,21.661741591741595,Exam2017_EGe_227_1.txt,1,1
195,3.9090909090909087,6,2,1,3,11,209,6.8181818181818175,19.0,17,10,7,3,7,3,0,12.7,18.2,14.691904761904762,20.265039682539683,Exam2019_ABu_16_1.txt,1,1
197,4.3,6,2,1,1,10,199,6.4,19.9,14,13,1,4,11,0,0,18.0,23.222222222222214,17.02583774250441,22.887918871252204,Exam2017_MPa_44_1.txt,4,1
198,5.8,8,4,6,2,5,112,3.0,22.4,7,5,2,4,4,5,0,15.25,22.0,14.833333333333332,21.8125,Exam2017_OBy_15_1.txt,1,1
200,5.125,9,3,3,3,8,179,8.25,22.375,15,10,5,3,12,2,0,17.714285714285715,22.57142857142857,18.531632653061227,23.68707482993197,Exam2019_ABu_97_1.txt,2,1
201,3.363636363636364,7,2,3,3,11,189,5.0,17.181818181818183,17,14,3,1,7,2,0,15.8,19.1,17.12047619047619,21.3206746031746,Exam2017_DPe_65_1.txt,2,1
202,4.1,6,3,4,3,10,158,7.1,15.8,12,8,4,1,9,5,0,12.666666666666664,16.555555555555557,13.52742504409171,17.308068783068787,Exam2016_OR_8_1.txt,4,1
203,4.75,6,3,7,6,12,286,5.75,23.83333333333333,24,19,5,12,10,6,0,16.90909090909091,21.181818181818183,17.156306572215662,21.068034238488785,Exam2017_MPa_22_1.txt,1,1
205,5.4,8,3,5,2,10,234,3.7,23.4,10,6,4,7,17,2,3,17.666666666666668,22.222222222222214,19.208553791887127,24.187345679012346,Exam2017_EGe_174_1.txt,1,1
209,4.0,6,2,4,3,16,269,7.5,16.8125,27,23,4,7,21,4,1,14.266666666666667,18.2,13.758014208014206,17.23654438154438,Exam2017_EGe_272_1.txt,3,1
211,4.857142857142857,7,3,5,5,7,176,7.0,25.142857142857142,14,6,8,6,8,4,0,20.0,27.33333333333333,18.419444444444444,25.375,Exam2016_JSl_52_1.txt,1,1
213,4.0,6,2,7,7,13,255,4.846153846153847,19.615384615384613,20,11,9,3,8,5,1,18.0,22.41666666666667,18.384968734968734,23.433808321308323,Exam2016_EKu_18_1.txt,1,1
221,5.571428571428571,11,3,4,2,7,188,6.285714285714287,26.85714285714285,8,6,2,6,20,2,1,22.16666666666667,27.33333333333333,24.919444444444448,30.719444444444445,Exam2017_EGe_81_1.txt,1,1
222,3.7777777777777777,6,2,0,4,9,181,8.555555555555555,20.11111111111111,15,10,5,7,12,0,0,21.875,24.75,22.89434523809524,27.16830357142857,Exam2014_DZu_35_1.txt,6,1
225,4.75,7,3,0,2,8,188,3.875,23.5,17,11,6,5,10,1,0,23.0,27.57142857142857,22.089795918367347,26.767687074829933,Exam2014_DZu_19_1.txt,1,1
231,5.142857142857143,10,3,1,2,7,179,4.285714285714286,25.57142857142857,12,8,4,0,14,1,1,26.0,31.33333333333333,24.552777777777774,29.394444444444453,Exam2016_JSl_35_1.txt,2,1
232,5.666666666666668,11,2,2,3,9,199,8.333333333333334,22.11111111111111,13,10,3,3,10,2,0,16.875,21.875,19.146875,24.071577380952377,Exam2016_OR_48_1.txt,6,1
234,3.6666666666666665,5,2,2,1,9,178,7.333333333333332,19.777777777777786,14,13,1,7,5,2,0,19.375,22.125,16.786755952380954,19.50684523809524,Exam2017_MPa_24_1.txt,1,1
241,4.916666666666667,8,2,6,4,12,242,5.75,20.166666666666668,15,9,6,6,11,3,1,18.0,22.454545454545453,18.164495605404696,22.53629148629149,Exam2016_EKu_170_1.txt,4,1
242,6.0,11,4,1,4,7,245,13.571428571428571,35.0,17,12,5,6,19,1,0,27.0,37.833333333333336,25.327777777777783,35.177777777777784,Exam2017_EGe_197_1.txt,3,1
244,3.9166666666666665,7,2,2,2,12,175,4.0,14.583333333333336,16,11,5,2,6,1,0,12.272727272727272,15.363636363636363,12.8854945559491,16.286468581923128,Exam2019_EEr_159_1.txt,1,1
245,3.4545454545454546,9,0,1,2,11,212,4.363636363636363,19.272727272727277,15,11,4,4,9,1,1,16.6,20.2,19.42107142857143,23.362817460317466,Exam2017_DPe_48_1.txt,1,1
246,4.083333333333333,7,2,10,0,12,202,5.166666666666667,16.833333333333332,15,15,0,5,5,8,0,15.272727272727272,19.181818181818183,14.938164108618656,19.30246622064804,Exam2017_VSa_13_1.txt,1,1
247,4.0,6,2,3,1,11,209,6.0,19.0,16,14,2,7,6,1,1,17.3,20.5,16.552579365079364,20.38876984126984,Exam2017_AKo_1_1.txt,1,1
252,4.5,7,3,3,4,10,213,5.6,21.3,19,14,5,2,10,1,3,19.222222222222214,23.88888888888889,18.29246031746032,22.763183421516757,Exam2014_TSha_14_1.txt,1,1
253,5.3,8,4,4,7,10,247,6.2,24.7,22,15,7,1,20,4,1,18.222222222222214,24.0,17.549074074074074,23.65873015873016,Exam2014_VPe_22_1.txt,1,1
254,5.0,11,3,5,1,10,216,5.3,21.6,16,15,1,4,10,1,1,18.666666666666668,23.444444444444446,17.54003527336861,22.48276014109348,Exam2016_ZEv_48_1.txt,1,1
256,6.0,9,4,11,2,8,200,6.125,25.0,6,6,0,6,6,5,3,19.285714285714285,26.142857142857142,17.527210884353742,24.98843537414966,Exam2019_ABu_120_1.txt,1,1
265,4.222222222222221,7,3,1,0,9,173,6.777777777777778,19.222222222222214,10,9,1,6,3,1,0,9.875,15.375,13.954761904761904,19.248809523809523,Exam2019_ABu_46_1.txt,1,1
267,3.9166666666666665,7,2,1,1,12,220,5.75,18.33333333333333,19,15,4,2,11,0,0,16.545454545454547,19.727272727272727,15.95742489833399,19.40475534566444,Exam2017_OBy_114_1.txt,2,1
268,4.090909090909091,9,2,0,1,11,198,7.545454545454546,18.0,15,12,3,5,12,1,0,14.7,18.7,14.530238095238095,18.646428571428565,Exam2019_ABu_229_1.txt,2,1
269,3.111111111111111,4,2,2,0,9,90,3.333333333333333,10.0,8,8,0,2,10,1,0,9.0,11.125,8.758184523809524,10.992708333333333,Exam2017_VSa_2_1.txt,2,1
273,2.6666666666666665,5,1,2,0,15,165,3.8,11.0,17,16,1,0,11,1,0,8.357142857142858,10.428571428571429,8.253587483944626,10.64237270665842,Exam2014_DZu_40_1.txt,6,1
274,4.461538461538462,7,2,1,4,13,223,2.923076923076924,17.153846153846153,20,14,6,2,12,1,0,16.666666666666668,20.08333333333333,16.879470298220294,20.473935786435785,Exam2019_EEr_280_1.txt,1,1
275,4.125,5,3,0,2,8,162,4.5,20.25,10,9,1,2,16,0,1,17.428571428571427,20.714285714285715,18.35578231292517,22.74353741496599,Exam2017_MPa_45_1.txt,1,1
276,3.3571428571428568,6,2,4,3,14,218,5.785714285714287,15.571428571428571,17,13,4,0,8,5,2,14.0,17.615384615384613,13.938587907818675,17.0095447287755,Exam2014_EPa_55_1.txt,2,1
277,4.0,6,3,0,1,8,214,8.75,26.75,16,14,2,7,10,0,0,20.142857142857142,26.285714285714285,19.2,24.47074829931973,Exam2019_EEr_289_1.txt,1,1
279,4.090909090909091,6,2,3,1,11,181,6.545454545454546,16.454545454545453,14,13,1,6,10,1,0,16.9,19.3,15.531904761904762,18.19301587301588,Exam2019_ABu_240_1.txt,1,1
283,4.636363636363637,7,3,3,2,11,218,4.909090909090909,19.818181818181817,15,11,4,8,10,2,1,19.3,22.5,18.6875,21.89698412698413,Exam2017_NMya_19_1.txt,1,1
284,5.333333333333333,7,4,1,4,6,172,5.666666666666668,28.66666666666667,13,9,4,5,9,1,0,22.6,31.0,21.246666666666663,29.29333333333333,Exam2014_EPa_45_1.txt,1,1
288,5.875,12,3,2,1,8,193,5.625,24.125,8,7,1,6,12,0,1,16.857142857142858,24.285714285714285,17.075170068027212,24.71360544217687,Exam2016_MTsy_6_1.txt,1,1
292,4.25,5,3,0,1,8,190,9.25,23.75,13,10,3,4,9,0,1,18.0,24.0,16.89591836734694,23.035714285714285,Exam2016_OR_102_1.txt,4,1
294,4.083333333333333,7,1,6,0,12,192,5.916666666666668,16.0,15,13,2,3,8,4,1,12.818181818181818,15.454545454545457,14.005467007739735,17.172258297258296,Exam2017_ABl_50_1.txt,1,1
297,3.6666666666666665,5,2,0,1,9,155,6.888888888888888,17.22222222222222,12,10,2,3,5,0,0,14.375,17.625,13.962648809523811,17.14270833333333,Exam2017_EGe_85_1.txt,3,1
298,3.4615384615384617,6,1,2,1,13,211,4.153846153846153,16.23076923076923,17,16,1,4,2,1,0,14.416666666666664,18.25,14.242382154882154,17.94240019240019,Exam2014_EEm_10_1.txt,3,1
300,5.6,8,3,9,6,10,229,6.6,22.9,17,12,5,6,5,8,0,20.11111111111111,24.33333333333333,22.20092592592593,26.026587301587305,Exam2019_ABu_154_1.txt,1,1
301,5.375,8,3,2,5,8,275,8.0,34.375,19,14,5,6,22,0,0,30.285714285714285,36.85714285714285,30.087074829931968,37.9061224489796,Exam2017_EGe_234_1.txt,2,1
306,4.454545454545454,7,2,6,6,11,221,8.090909090909092,20.09090909090909,14,8,6,6,11,4,0,16.6,21.7,17.906904761904762,23.0411507936508,Exam2014_AAl_1_1.txt,5,1
307,5.0,9,2,2,4,7,154,5.142857142857143,22.0,11,8,3,2,12,2,0,16.166666666666668,22.33333333333333,16.43611111111111,21.85833333333333,Exam2017_ESa_19_1.txt,2,1
310,3.4615384615384617,6,2,0,3,13,242,9.076923076923077,18.615384615384613,18,15,3,2,13,0,1,12.833333333333336,16.833333333333332,17.36672679172679,21.4562018999519,Exam2014_EPa_41_1.txt,1,1
312,5.333333333333333,9,2,8,1,12,224,6.5,18.666666666666668,22,14,8,3,14,4,2,15.363636363636363,19.818181818181817,20.08412042502952,25.10928440246622,Exam2019_ABu_119_1.txt,1,1
